CPU Name,Price1,CPU Mark,CPU Value2,Thread Mark,Thread Value3,TDP (W),Power Perf.4,Test Date5,Socket,Category,
Intel Xeon E5-2680 @ 2.70GHz,$76.93 ,12897,167.65,1752,22.78,130,99,May-12,LGA2011,Server,
Intel Xeon E-2226G @ 3.40GHz,$260.00*,12887,49.57,2753,10.59,80,161,Oct-19,FCLGA1151-2,Server,
Intel Xeon E5-2630L v4 @ 1.80GHz,NA,12847,NA,1595,NA,55,233,Jan-17,FCLGA2011-3,Server,
Intel Xeon D-2141I @ 2.20GHz,$555.00*,12836,23.13,1656,2.99,65,197,Jan-19,FCBGA2518,Server,
Intel Xeon E5-2630 v3 @ 2.40GHz,$98.00 ,12797,130.59,1744,17.8,85,150,Oct-14,LGA2011-v3,Server,
Intel Xeon E-2244G @ 3.80GHz,$272.00*,12782,46.99,2741,10.08,71,180,Oct-19,FCLGA1151-2,Server,
Intel Core i5-8500B @ 3.00GHz,$192.00*,12756,66.44,2465,12.84,65,196,Jan-19,FCBGA1440,Laptop,
Intel Xeon E5-1650 v2 @ 3.50GHz,$109.94 ,12750,115.98,1999,18.19,130,98,Jul-13,FCLGA2011,Server,
Intel Xeon E5-4640 v3 @ 1.90GHz,NA,12703,NA,1505,NA,105,120,Jun-17,FCLGA2011-3,Server,
Intel Core i7-3970X @ 3.50GHz,$509.94*,12696,24.9,2017,3.96,150,84,Jan-12,LGA2011,Desktop,
Intel Core i5-8600K @ 3.60GHz,$258.89 ,12683,48.99,2512,9.7,95,133,Oct-17,FCLGA1151-2,Desktop,
Intel Core i7-8700T @ 2.40GHz,$459.00 ,12620,27.5,2337,5.09,35,360,Mar-18,FCLGA1151-2,Desktop,
Intel Xeon E-2274G @ 4.00GHz,$334.00*,12595,37.71,2727,8.17,83,151,Oct-19,FCLGA1151-2,Server,
Intel Core i7-3960X @ 3.30GHz,$909.99*,12571,13.82,1986,2.18,130,96,Nov-11,LGA2011,Desktop,
Intel Xeon E5-4627 v2 @ 3.30GHz,$508.95*,12511,24.58,1903,3.74,130,96,Apr-15,FCLGA2011,Server,
Intel Core i5-8600 @ 3.10GHz,$426.99 ,12472,29.21,2505,5.87,65,191,May-18,FCLGA1151-2,Desktop,
Intel Core i5-9500 @ 3.00GHz,$250.22 ,12414,49.61,2608,10.43,65,190,May-19,FCLGA1151-2,Desktop,
Intel Core i7-8750H @ 2.20GHz,$395.00*,12407,31.41,2346,5.94,45,275,Apr-18,FCBGA1440,Laptop,
Intel Xeon E5-2670 @ 2.60GHz,$145.00 ,12370,85.32,1650,11.38,115,107,Mar-12,LGA2011,Server,
Intel Xeon W-2125 @ 4.00GHz,$488.27 ,12326,25.25,2506,5.13,120,102,Dec-17,FCLGA2066,Server,
Intel Xeon E5-2628L v3 @ 2.00GHz,NA,12295,NA,1475,NA,75,163,Jul-15,LGA2011-v3,Server,
Intel Xeon E5-4655 v3 @ 2.90GHz,616.00*,12292,2.66,1823,0.39,135,91,Apr-18,FCLGA2011-3,Server,
AMD Ryzen 5 1600,$99.98 ,12284,122.87,1818,18.19,65,188,Mar-17,AM4,Desktop,
Intel Xeon E-2174G @ 3.80GHz,$402.99*,12274,30.46,2679,6.65,71,172,Sep-18,FCLGA1151-2,Server,
Intel Xeon E5-1660 @ 3.30GHz,226.66*,12245,9.98,1979,1.61,130,94,Jul-12,LGA2011,Server,
Intel Core i7-7740X @ 4.30GHz,$409.99 ,12221,29.81,2623,6.4,112,109,Jul-17,FCLGA2066,Desktop,
Intel Core i7-8559U @ 2.70GHz,$543.00 ,12217,22.5,2568,4.73,28,436,Aug-18,FCBGA1528,Laptop,
AMD Ryzen 5 PRO 1600,NA,12213,NA,1735,NA,65,187,Sep-17,AM4,Desktop,
Intel Xeon E5-2618L v3 @ 2.30GHz,NA,12186,NA,1931,NA,75,162,Feb-17,LGA2011-v3,Server,
Intel Xeon E5-4650L @ 2.60GHz,$119.99*,12145,101.22,1572,13.11,115,105,Jul-17,LGA 2011,Server,
Intel Core i5-9400F @ 2.90GHz,$144.99 ,12106,83.5,2396,16.53,65,186,Feb-19,FCLGA1151-2,Desktop, Laptop
Intel Core i7-7700K @ 4.20GHz,$353.65 ,11994,33.92,2581,7.3,95,126,Oct-16,LGA 1151,Desktop,
Intel Xeon E3-1285 v6 @ 4.10GHz,$645.40 ,11992,18.58,2508,3.89,79,151,Jan-18,FCLGA1151,Server,
Intel Core i5-9400 @ 2.90GHz,$189.99 ,11982,63.07,2397,12.62,65,184,Mar-19,FCLGA1151-2,Desktop,
Intel Core i7-3930K @ 3.20GHz,$229.99*,11975,52.07,1934,8.41,130,92,Nov-11,LGA2011,Desktop,
AMD EPYC 7251,$454.18 ,11811,26.01,1309,2.88,120,98,Feb-18,SP3,Server,
Intel Core i5-8500 @ 3.00GHz,$229.00 ,11800,51.53,2405,10.51,65,181,Mar-18,FCLGA1151-2,Desktop,
Intel Xeon E5-2665 @ 2.40GHz,$102.37*,11746,114.75,1541,15.06,115,102,Jun-12,LGA2011,Server,
Intel Xeon E5-1650 @ 3.20GHz,$495.00*,11733,23.7,1939,3.92,130,90,Apr-12,LGA2011,Server,
AMD EPYC 3251,$315.00*,11690,37.11,1439,4.57,50,233,Oct-19,SP4r2,Server,
Intel Xeon E5-4650 @ 2.70GHz,$69.99*,11685,166.96,1611,23.02,130,89,Jul-12,LGA2011,Server,
Intel Xeon Silver 4110 @ 2.10GHz,$398.00 ,11657,29.29,1539,3.87,85,137,Oct-17,FCLGA3647,Server,
Intel Core i5-8400 @ 2.80GHz,$199.99 ,11572,57.86,2332,11.66,65,178,Oct-17,FCLGA1151-2,Desktop,
Intel Core i5-9400H @ 2.50GHz,$250.00*,11435,45.74,2521,10.09,45,254,Jul-19,FCBGA1440,Laptop,
Intel Xeon E5-2648L v3 @ 1.80GHz,560.86*,11392,7.3,1362,0.87,75,151,Apr-16,LGA2011-v3,Server,
Intel Xeon E5-2648L v2 @ 1.90GHz,479.00*,11381,7.7,1380,0.93,70,162,Dec-17,FCLGA2011,Server,
Intel Xeon E-2144G @ 3.60GHz,$351.90*,11381,32.34,2627,7.47,71,160,Feb-19,FCLGA1151-2,Server,
Intel Xeon @ 2.00GHz,NA,11327,NA,1445,NA,NA,NA,Jun-19,NA,Unknown,
Intel Xeon E5-2620 v4 @ 2.10GHz,$364.99 ,11324,31.03,1534,4.2,85,133,May-16,FCLGA2011-3,Server,
Intel Xeon E5-2651 v2 @ 1.80GHz,NA,11302,NA,1109,NA,NA,NA,Apr-16,LGA 2011,Server,
Intel Xeon E5-2470 v2 @ 2.40GHz,$222.00 ,11268,50.76,1349,6.08,95,118,Feb-16,LGA 1356,Server,
Intel Xeon E5-2660 @ 2.20GHz,$131.82*,11255,85.39,1471,11.16,95,118,Apr-12,LGA2011,Server,
Intel Xeon E3-1270 v6 @ 3.80GHz,$361.97 ,11171,30.86,2309,6.38,72,155,May-17,FCLGA1151,Server,
Intel Core i7-4790K @ 4.00GHz,$279.99 ,11164,39.88,2528,9.03,88,126,Jun-14,LGA1150,Desktop,
Intel Xeon E5-2470 @ 2.30GHz,$128.00*,11144,87.07,1539,12.03,95,117,Aug-13,LGA 1356,Server,
Intel Core i7-6700K @ 4.00GHz,$389.52 ,11110,28.52,2354,6.04,95,116,Jul-15,LGA1151,Desktop,
Intel Xeon E5-4648 v3 @ 1.70GHz,NA,11097,NA,1310,NA,105,105,Jun-17,FCLGA2011-3,Server,
Intel Xeon D-1541 @ 2.10GHz,NA,11064,NA,1431,NA,45,245,Mar-16,FCBGA1667,Server,
Intel Xeon E3-1280 v6 @ 3.90GHz,$519.04 ,11041,21.27,2327,4.48,72,153,Mar-17,FCLGA1151,Server,
Intel Xeon E3-1275 v6 @ 3.80GHz,$376.83 ,11028,29.27,2362,6.27,73,151,May-17,FCLGA1151,Server,
Intel Xeon E5-2629 v3 @ 2.40GHz,NA,11022,NA,1290,NA,85,129,Oct-16,LGA2011-v3,Server,
Intel Core i7-8809G @ 3.10GHz,NA,10989,NA,2338,NA,100,109,Mar-18,BGA2270,Laptop,
Intel Core i5-8600T @ 2.30GHz,$366.99*,10981,29.92,2211,6.03,35,313,Apr-18,FCLGA1151-2,Desktop,
Intel Xeon D-2146NT @ 2.30GHz,$641.00*,10968,17.11,1550,2.42,80,137,Aug-19,FCBGA2518,Server,
Intel Xeon E3-1285L v4 @ 3.40GHz,NA,10961,NA,2208,NA,65,168,Apr-16,LGA1150,Server,
Intel Xeon D-1557 @ 1.50GHz,$694.00*,10950,15.78,1103,1.59,45,243,Aug-19,FCBGA1667,Server,
Intel Xeon Silver 4109T @ 2.00GHz,$501.00*,10946,21.85,1355,2.71,70,156,Apr-18,FCLGA3647,Server,
AMD Opteron 6386 SE,$144.99 ,10912,75.26,1200,8.28,140,77,Jul-14,Socket G34,Server,
Intel Xeon E-2134 @ 3.50GHz,$276.84*,10882,39.31,2602,9.4,71,153,Jan-19,FCLGA1151-2,Server,
Intel Core i7-5775R @ 3.30GHz,NA,10879,NA,2153,NA,65,167,May-16,LGA1150,Desktop,
Intel Core i7-5775C @ 3.30GHz,$686.32*,10869,15.84,2208,3.22,65,167,Jun-15,FCLGA1150,Desktop,
Intel Core i7-5950HQ @ 2.90GHz,NA,10850,NA,2237,NA,47,230,Jul-15,FCBGA1364,Laptop,
Intel Xeon Silver 4108 @ 1.80GHz,$509.95*,10838,21.25,1529,3,85,127,Jan-18,FCLGA3647,Server,
Intel Core i7-1065G7 @ 1.30GHz,NA,10825,NA,2566,NA,15,721,Jun-19,FCBGA-1528,Laptop,
Intel Xeon E5-4640 @ 2.40GHz,730.00*,10807,3.96,1461,0.54,95,113,Aug-12,LGA2011,Server,
Intel Xeon E3-1585 v5 @ 3.50GHz,$556.00*,10797,19.42,2165,3.89,65,166,May-17,FCBGA1440,Server,
Intel Xeon D-1540 @ 2.00GHz,NA,10740,NA,1370,NA,45,238,Apr-15,FCBGA1667,Server,
Intel Xeon E3-1270L v4 @ 3.00GHz,NA,10691,NA,2203,NA,45,237,Feb-19,LGA1150,Server,
Intel Core i7-7700 @ 3.60GHz,$316.50 ,10687,33.77,2342,7.4,65,164,Dec-16,LGA1151,Desktop,
Intel Xeon D-1548 @ 2.00GHz,$555.00*,10679,19.24,1402,2.53,45,237,Apr-19,FCBGA1667,Server,
Intel Xeon E5-2667 @ 2.90GHz,$51.70 ,10670,206.39,1715,33.18,130,82,Aug-12,LGA2011,Server,
Intel Xeon W-2123 @ 3.60GHz,$318.99 ,10666,33.44,2154,6.75,120,88,Nov-17,FCLGA2066,Server,
Intel Core i5-8279U @ 2.40GHz,$320.00*,10623,33.2,2236,6.99,28,379,Sep-19,FCBGA1528,Laptop,
Intel Xeon E3-1280 v5 @ 3.70GHz,$690.01*,10621,15.39,2200,3.19,80,132,May-16,FCLGA1151,Server,
Intel Xeon E3-1575M v5 @ 3.00GHz,207.00*,10616,8.8,2114,1.75,45,235,Jun-16,FCBGA1440,Server,
AMD Ryzen 5 PRO 3400G,NA,10615,NA,2138,NA,65,163,Oct-19,AM4,Desktop,
Intel Xeon E3-1535M v6 @ 3.10GHz,$623.00*,10563,16.96,2279,3.66,35,301,Apr-17,FCBGA1440,Laptop, Server
Intel Core i5-9500T @ 2.20GHz,$192.00*,10557,54.98,2189,11.4,35,301,May-19,FCLGA1151-2,Desktop,
Intel Core i7-8706G @ 3.10GHz,NA,10539,NA,2351,NA,65,162,Jul-18,BGA2270,Laptop,
Intel Xeon E3-1245 v6 @ 3.70GHz,$310.92 ,10533,33.88,2285,7.35,73,144,Jun-17,FCLGA1151,Server,
Intel Core i3-9350KF @ 4.00GHz,$194.00 ,10526,54.26,2626,13.54,91,115,May-19,FCLGA1151-2,Desktop,
Intel Xeon E3-1285 v4 @ 3.50GHz,NA,10510,NA,2090,NA,95,110,Jun-18,FCLGA1150,Server,
Intel Xeon E3-1240 v6 @ 3.70GHz,$298.00 ,10472,35.14,2223,7.46,72,145,Jul-17,FCLGA1151,Server,
Intel Xeon E3-1285 v3 @ 3.60GHz,NA,10458,NA,2306,NA,84,124,Nov-16,LGA1150,Server,
Intel Core i5-8400H @ 2.50GHz,$250.00*,10394,41.58,2439,9.76,45,230,Jul-18,FCBGA1440,Laptop,
Intel Xeon E5-2630 v2 @ 2.60GHz,$43.94 ,10368,235.96,1566,35.65,80,129,Jul-13,FCLGA2011,Server,
Intel Xeon E3-1275 v5 @ 3.60GHz,$379.52 ,10353,27.28,2168,5.71,80,129,Dec-15,FCLGA1151,Server,
Intel Xeon E5-2450 @ 2.10GHz,$59.98 ,10332,172.26,1347,22.46,95,108,Apr-15,LGA 1356,Server,
Intel Xeon E3-1240 v5 @ 3.50GHz,$341.67*,10317,30.2,2195,6.43,80,128,Nov-15,FCLGA1151,Server,
Intel Xeon E3-1545M v5 @ 2.90GHz,NA,10309,NA,2034,NA,45,229,Feb-16,FCBGA1440,Laptop, Server
AMD Ryzen 5 PRO 3400GE,NA,10300,NA,2101,NA,35,294,Oct-19,AM4,Desktop,
Intel Xeon E3-1270 v5 @ 3.60GHz,$477.50 ,10297,21.57,2171,4.55,80,128,Nov-15,FCLGA1151,Server,
Intel Xeon E5-1630 v4 @ 3.70GHz,NA,10296,NA,2149,NA,140,73,Jul-16,FCLGA2011-3,Server,
Intel Core i7-4980HQ @ 2.80GHz,NA,10293,NA,2257,NA,47,219,Aug-14,FCBGA1364,Laptop,
Intel Xeon E5-2650 @ 2.00GHz,$43.50 ,10259,235.85,1344,30.91,95,107,Mar-12,LGA2011,Server,
Intel Xeon E-2224 @ 3.40GHz,$198.00*,10241,51.72,2643,13.35,71,144,Jul-19,FCLGA1151-2,Server,
Intel Xeon E5-1630 v3 @ 3.70GHz,$477.99 ,10228,21.4,2179,4.56,140,73,Oct-14,LGA2011-v3,Server,
Intel Xeon E3-1260L v5 @ 2.90GHz,$736.16*,10218,13.88,2163,2.94,45,227,Jun-16,FCLGA1151,Server,
Intel Xeon E3-1276 v3 @ 3.60GHz,073.00*,10209,9.51,2291,2.14,84,121,Jun-14,FCLGA1150,Server,
AMD FX-9590 Eight-Core,$365.25 ,10193,27.91,1725,4.72,220,46,Aug-13,AM3+,Desktop,
Intel Xeon E5-2640 v2 @ 2.00GHz,$189.19 ,10189,53.86,1224,6.47,95,107,Feb-14,LGA 2011,Server,
Intel Xeon E3-1245 v5 @ 3.50GHz,$345.31*,10167,29.44,2137,6.19,80,127,Dec-15,FCLGA1151,Server,
Intel Core i3-9320 @ 3.70GHz,$162.00*,10144,62.62,2552,15.76,62,163,Sep-19,FCLGA1151-2,Desktop,
Intel Xeon E3-1585L v5 @ 3.00GHz,$445.00*,10135,22.78,2010,4.52,45,225,Jun-18,FCBGA1440,Server,
AMD Ryzen 5 PRO 1500,NA,10133,NA,1901,NA,65,155,Jul-17,AM4,Desktop,
Intel Xeon E3-1271 v3 @ 3.60GHz,$888.00*,10117,11.39,2275,2.56,80,126,Aug-14,FCLGA1150,Server,
Intel Xeon E5-2637 v3 @ 3.50GHz,$165.19 ,10117,61.25,2130,12.9,135,74,Oct-14,LGA2011-v3,Server,
AMD Ryzen 5 1500X,$141.12 ,10105,71.61,1864,13.21,65,155,Apr-17,AM4,Desktop,
AMD Opteron 6380,$59.00 ,10081,170.88,1141,19.35,115,87,Mar-15,G34,Server,
Intel Core i7-4770K @ 3.50GHz,$322.00 ,10076,31.29,2250,6.99,84,119,Jun-13,LGA1150,Desktop,
Intel Xeon E3-1275 v3 @ 3.50GHz,$400.99*,10048,25.06,2229,5.56,95,105,Jun-13,LGA1150,Server,
Intel Xeon E3-1281 v3 @ 3.70GHz,$877.75*,10031,11.43,2249,2.56,82,122,Apr-15,LGA1150,Server,
Intel Core i3-9300 @ 3.70GHz,$152.00*,10018,65.91,2529,16.64,62,161,Jul-19,FCLGA1151-2,Desktop,
Intel Xeon E3-1241 v3 @ 3.50GHz,$369.99*,10017,27.07,2255,6.1,80,125,Sep-14,LGA1150,Server,
Intel Xeon E3-1515M v5 @ 2.80GHz,NA,10016,NA,2003,NA,45,222,Feb-17,FCBGA1440,Server,
AMD Ryzen 5 PRO 2400G,NA,10005,NA,1990,NA,65,153,May-18,AM4,Desktop,
Intel Core i7-6700 @ 3.40GHz,$334.99 ,10003,29.86,2154,6.43,65,153,Sep-15,LGA 1151,Desktop,
Intel Core i7-7920HQ @ 3.10GHz,$568.00*,9991,17.59,2109,3.71,45,222,Apr-17,FCBGA1440,Laptop,
Intel Core i7-4790 @ 3.60GHz,$160.03 ,9989,62.42,2282,14.26,84,118,May-14,FCLGA1150,Desktop,
Intel Xeon E5-2620 v3 @ 2.40GHz,$483.00 ,9987,20.68,1702,3.52,85,117,Nov-14,LGA2011-v3,Server,
Intel Xeon E3-1285L v3 @ 3.10GHz,$808.02*,9981,12.35,2263,2.8,65,153,Nov-14,LGA1150,Server,
Intel Core i5-9400T @ 1.80GHz,$182.00*,9976,54.82,1966,10.81,35,285,Jul-19,FCLGA1151-2,Desktop,
Intel Core i5-8500T @ 2.10GHz,$234.36*,9971,42.55,2036,8.69,35,284,Apr-18,FCLGA1151-2,Desktop,
Intel Core i7-7820HK @ 2.90GHz,$378.00*,9954,26.33,2076,5.49,45,221,Jan-17,FCBGA1440,Laptop,
AMD Ryzen 5 3400G,$147.49 ,9950,67.46,2076,14.08,65,153,Jul-19,AM4,Desktop,
Intel Xeon E5-1620 v4 @ 3.50GHz,$365.81 ,9935,27.16,2073,5.67,140,70,May-16,FCLGA2011-3,Server,
Intel Xeon E3-1270 v3 @ 3.50GHz,$199.99 ,9919,49.6,2228,11.14,80,123,Jun-13,LGA1150,Server,
Intel Xeon E3-1286 v3 @ 3.70GHz,$839.00*,9899,11.8,2248,2.68,84,117,Oct-14,LGA1150,Server,
Intel Xeon E-2124G @ 3.40GHz,$254.00 ,9891,38.94,2590,10.2,71,139,Nov-18,FCLGA1151-2,Server,
Intel Xeon E5-2650L v2 @ 1.70GHz,$135.84*,9880,72.74,1126,8.29,70,141,Mar-17,FCLGA2011,Server,
Intel Core i7-8705G @ 3.10GHz,408.75*,9879,7.01,2213,1.57,65,151,Feb-18,BGA2270,Laptop,
Intel Core i7-4771 @ 3.50GHz,$609.99*,9863,16.17,2216,3.63,84,117,Jan-13,LGA1150,Desktop,
Intel Xeon E3-1246 v3 @ 3.50GHz,$409.00*,9861,24.11,2241,5.48,84,117,Jun-14,FCLGA1150,Server,
Intel Core i7-4960HQ @ 2.60GHz,$623.00*,9856,15.82,2165,3.48,47,209,Sep-13,FCBGA1364,Laptop,
Intel Xeon E3-1280 v3 @ 3.60GHz,$449.00*,9841,21.92,2259,5.03,82,120,Jun-13,LGA1150,Server,
Intel Core i7-4770R @ 3.20GHz,NA,9830,NA,2148,NA,65,151,Jan-14,FCBGA1364,Desktop,
Intel Core i7-5850EQ @ 2.70GHz,$435.00*,9817,22.57,1964,4.52,47,208,Nov-18,FCBGA1364,Laptop,
Intel Core i5-9300H @ 2.40GHz,$250.00*,9801,39.21,2365,9.46,45,217,May-19,FCBGA1440,Laptop,
Intel Core i7-995X @ 3.60GHz,NA,9791,NA,1655,NA,NA,NA,Sep-10,NA,Desktop,
AMD Opteron 6287 SE,NA,9789,NA,1036,NA,NA,NA,Jan-15,G34,Server,
Intel Xeon E3-1230 v6 @ 3.50GHz,$262.57 ,9784,37.27,2011,7.66,72,135,Jun-17,FCLGA1151,Server,
Intel Core i7-4770 @ 3.40GHz,$154.00 ,9781,63.52,2227,14.46,84,116,Jun-13,LGA1150,Desktop,
Intel Core i7-8709G @ 3.10GHz,NA,9780,NA,2177,NA,100,97,Nov-18,BGA2270,Laptop,
Intel Core i7-4940MX @ 3.10GHz,$709.95*,9776,13.77,2240,3.16,57,171,Mar-14,FPGA946,FPGA947,Laptop
Intel Xeon E3-1230 v5 @ 3.40GHz,$412.18 ,9742,23.64,2073,5.03,80,121,Jan-16,FCLGA1151,Server,
Intel Xeon E5-1620 v3 @ 3.50GHz,$139.99 ,9742,69.59,2042,14.59,140,69,Sep-14,LGA2011-v3,Server,
Intel Xeon E5-2630L v3 @ 1.80GHz,$339.95*,9727,28.62,1688,4.97,55,176,Jun-16,LGA2011-v3,Server,
Intel Core i7-4820K @ 3.70GHz,$219.99*,9721,44.19,2016,9.17,130,74,Jul-13,FCLGA2011,Desktop,
Intel Core i7-6770HQ @ 2.60GHz,001.88*,9720,9.7,1908,1.9,45,216,Apr-16,FCBGA1440,Laptop,
AMD Ryzen 5 2500X,NA,9704,NA,2088,NA,65,149,Feb-19,AM4,Desktop,
Intel Xeon E3-1240 v3 @ 3.40GHz,$384.40*,9677,25.18,2180,5.67,80,120,Jun-13,LGA1150,Server,
Intel Core i7-10510U @ 1.80GHz,$409.00*,9675,23.66,2461,6.02,15,645,Sep-19,FCBGA1528,Laptop,
Intel Xeon E3-1505M v6 @ 3.00GHz,NA,9659,NA,2115,NA,45,214,Jan-17,NA,Server,
Intel Xeon E3-1290 V2 @ 3.70GHz,$885.00*,9653,10.91,2152,2.43,87,110,May-12,LGA1155,Server,
Intel Xeon D-1531 @ 2.20GHz,$348.00*,9643,27.71,1502,4.32,45,214,Oct-17,FCBGA1667,Server,
AMD EPYC 3201,NA,9634,NA,1652,NA,30,321,Jun-19,SP4r2,Server,
Intel Xeon E5-2658 @ 2.10GHz,462.00*,9632,6.59,1253,0.86,95,101,Jun-12,LGA2011,Server,
Intel Xeon E3-1231 v3 @ 3.40GHz,$509.95 ,9630,18.89,2169,4.25,80,120,May-14,FCLGA1150,Server,
Intel Xeon E-2224G @ 3.50GHz,$218.00*,9617,44.12,2811,12.9,71,135,Jul-19,FCLGA1151-2,Server,
Intel Xeon E3-1245 v3 @ 3.40GHz,$255.00 ,9586,37.59,2174,8.53,84,114,Jun-13,LGA1150,Server,
Intel Core i7-4790S @ 3.20GHz,$269.00*,9557,35.53,2242,8.34,65,147,Jun-14,LGA1150,Desktop,
Intel Xeon E5-4610 @ 2.40GHz,223.00*,9552,7.81,1561,1.28,95,100,Nov-18,FCLGA2011,Server,
Intel Core i7-6920HQ @ 2.90GHz,$568.00*,9549,16.81,2009,3.54,45,212,Feb-16,FCBGA1440,Laptop,
Intel Core i5-8400T @ 1.70GHz,$189.00 ,9532,50.44,1925,10.19,35,272,May-18,FCLGA1151-2,Desktop,
Intel Core i7-3770K @ 3.50GHz,$199.99 ,9515,47.58,2083,10.42,77,123,Apr-12,LGA1155,Desktop,
Intel Xeon E5-1620 v2 @ 3.70GHz,$58.99*,9499,161.03,1978,33.54,130,73,Jul-13,FCLGA2011,Server,
Intel Xeon E3-1286L v3 @ 3.20GHz,$774.00*,9495,12.27,2268,2.93,65,146,Jan-18,LGA1150,Server,
Intel Core i5-8300H @ 2.30GHz,$250.00*,9467,37.87,2300,9.2,45,210,May-18,FCLGA1151-2,Laptop,
Intel Xeon E3-1270 V2 @ 3.50GHz,$189.99 ,9462,49.81,2086,10.98,69,137,Jul-12,LGA1155,Server,
Intel Core i5-7640X @ 4.00GHz,$191.17 ,9461,49.49,2449,12.81,112,84,Jul-17,FCLGA2066,Desktop,
AMD FX-9370 Eight-Core,$555.00 ,9460,17.05,1610,2.9,220,43,Jul-13,AM3+,Desktop,
Intel Core i7-5850HQ @ 2.70GHz,$434.00*,9459,21.8,2076,4.78,47,201,Dec-15,FCBGA1364,Laptop,
Intel Core i5-1035G7 @ 1.20GHz,$320.00*,9456,29.55,2164,6.77,15,630,Oct-19,FCBGA1526,Laptop,
Intel Xeon E3-1280 V2 @ 3.60GHz,$859.00*,9455,11.01,2094,2.44,69,137,May-12,LGA1155,Server,
Intel Core i7-4930MX @ 3.00GHz,096.00*,9444,8.62,2163,1.97,57,165,Jan-13,FCPGA946,Laptop,
Intel Xeon E3-1275 V2 @ 3.50GHz,$394.72*,9434,23.9,2079,5.27,77,122,Apr-12,LGA1155,Server,
Intel Xeon E5-2640 @ 2.50GHz,$97.23 ,9421,96.9,1496,15.39,95,99,Apr-12,LGA2011,Server,
Intel Xeon E5-2628L v2 @ 1.90GHz,NA,9405,NA,1116,NA,70,134,Aug-15,LGA 2011,Server,
Intel Xeon E-2124 @ 3.30GHz,$219.99*,9373,42.61,2508,11.4,71,132,Apr-19,FCLGA1151-2,Server,
AMD Opteron 6344,$389.00*,9372,24.09,1172,3.01,115,81,Jul-13,NA,Server,
Intel Core i7-4870HQ @ 2.50GHz,NA,9349,NA,2045,NA,47,198,Aug-14,FCBGA1364,Laptop,
Intel Core i7-4770S @ 3.10GHz,$610.00 ,9347,15.32,2173,3.56,65,143,Jun-13,LGA1150,Desktop,
Intel Core i7-4910MQ @ 2.90GHz,$459.95*,9347,20.32,2152,4.68,47,198,May-14,FCPGA946,Laptop,
Intel Xeon E3-1535M v5 @ 2.90GHz,$623.00*,9345,15,1973,3.17,45,207,Dec-15,FCBGA1440,Laptop, Server
Intel Xeon E3-1230 v3 @ 3.30GHz,$215.00 ,9327,43.38,2093,9.74,80,116,Jun-13,LGA1150,Server,
Intel Core i5-1035G4 @ 1.10GHz,$309.00*,9322,30.17,2294,7.43,15,621,Oct-19,FCBGA1526,Laptop,
AMD Ryzen 5 2400G,$119.00 ,9321,78.33,1946,16.36,65,143,Feb-18,AM4,Desktop,
Intel Xeon E5-4617 @ 2.90GHz,$89.90*,9313,103.59,1730,19.25,130,71,Feb-14,LGA 2011,Server,
Intel Core i7-7700T @ 2.90GHz,$309.00*,9311,30.13,2047,6.63,35,266,Feb-17,FCLGA1151,Desktop,
Intel Xeon E5-2440 v2 @ 1.90GHz,$509.95*,9290,18.22,1114,2.19,95,97,Oct-14,LGA 1356,Server,
Intel Core i7-4860HQ @ 2.40GHz,NA,9289,NA,1965,NA,47,197,Aug-14,FCBGA1364,Laptop,
Intel Core i7-3770 @ 3.40GHz,$106.69 ,9278,86.97,2068,19.38,77,120,Mar-12,LGA1155,Desktop,
Intel Xeon E5-4620 @ 2.20GHz,$134.21*,9248,68.91,1265,9.43,95,97,Oct-15,LGA 2011,Server,
Intel Core i3-8350K @ 4.00GHz,$184.99*,9245,49.98,2337,12.64,91,101,Oct-17,FCLGA1151-2,Desktop,
Intel Core i7-7820HQ @ 2.90GHz,$378.00*,9245,24.46,2043,5.41,45,205,Feb-17,FCBGA1440,Laptop,
Intel Xeon E5-4607 v2 @ 2.60GHz,NA,9234,NA,1393,NA,95,97,Jul-16,FCLGA2011,Server,
Intel Xeon E5-2440 @ 2.40GHz,$39.99 ,9221,230.59,1458,36.48,95,97,Mar-14,LGA 1356,Server,
AMD Opteron 6376,$65.00 ,9212,141.72,1101,16.94,115,80,Aug-13,Socket G34,Server,
Intel Xeon E3-1265L v3 @ 2.50GHz,$709.95 ,9204,12.97,2137,3.01,45,204,Jan-12,FCLGA1150,Server,
Intel Xeon E5-2637 v2 @ 3.50GHz,$84.99*,9200,108.25,1848,21.75,130,70,Mar-14,LGA 2011,Server,
Intel Core i7-3940XM @ 3.00GHz,$539.00 ,9160,17,1986,3.69,55,166,Oct-12,rPGA988B,Laptop,
Intel Xeon E3-1240 V2 @ 3.40GHz,$126.94 ,9159,72.15,2029,15.98,69,132,Jul-12,LGA1155,Server,
Intel Core i7-7820EQ @ 3.00GHz,$378.00*,9144,24.19,2114,5.59,45,203,Jun-19,FCBGA1440,Laptop,
Intel Xeon E3-1245 V2 @ 3.40GHz,$156.99 ,9128,58.14,2011,12.81,77,118,May-12,LGA1155,Server,
Intel Core i7-6820HK @ 2.70GHz,$378.00*,9125,24.14,1887,4.99,45,202,Oct-15,FCBGA1440,Laptop,
AMD Opteron 6282 SE,$640.00 ,9116,14.24,900,1.41,140,65,Feb-13,NA,Server,
AMD Opteron 6378,$190.00 ,9094,47.87,1073,5.65,115,79,Feb-15,G34,Server,
